timestamp,hardware_id,comparison_mode,backend,backend_version,model,architecture,total_params,active_params,quantization,track_id,track_type,input_tokens,max_tokens,run_number,run_status,ttft_ms,prefill_tps,gen_tps,total_latency_s,output_tokens,hit_rate,peak_memory_gb,cpu_temp_celsius,context_window,prefill_tps_source,actual_runs,cpu_power_w,gpu_power_w,efficiency_tps_per_w,peak_memory_method,schema_version
2026-04-04T19:50:07.090372,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-4096,generation,64,4096,1,ok,188.0,1505.37,115.53,35.642,4096,1.0,3.04,73.875,262144,native,5,-1.0,604.01,0.1913,process_rss,3
2026-04-04T19:50:34.587129,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-4096,generation,64,4096,2,ok,170.14,1333.4,116.03,22.208,2557,0.6243,3.04,63.0,262144,native,5,-1.0,248.08,0.4677,process_rss,3
2026-04-04T19:51:15.519705,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-4096,generation,64,4096,3,ok,156.48,1335.26,115.42,35.643,4096,1.0,3.04,63.5,262144,native,5,-1.0,247.95,0.4655,process_rss,3
2026-04-04T19:51:56.491154,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-4096,generation,64,4096,4,ok,167.57,1373.8,115.36,35.674,4096,1.0,3.04,61.125,262144,native,5,-1.0,249.07,0.4632,process_rss,3
2026-04-04T19:52:28.232121,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-4096,generation,64,4096,5,ok,168.15,1431.26,115.74,26.452,3042,0.7427,3.04,61.875,262144,native,5,-1.0,250.07,0.4628,process_rss,3
2026-04-04T19:55:03.248706,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-8192,generation,64,8192,1,ok,1823.98,1389.41,114.2,73.56,8192,1.0,3.04,72.125,262144,native,5,-1.0,605.44,0.1886,process_rss,3
2026-04-04T19:56:20.696866,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-8192,generation,64,8192,2,ok,386.51,1224.92,114.14,72.162,8192,1.0,3.04,68.5,262144,native,5,-1.0,258.15,0.4421,process_rss,3
2026-04-04T19:56:59.281773,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-8192,generation,64,8192,3,ok,369.46,1204.8,115.38,33.296,3799,0.4637,3.04,67.625,262144,native,5,-1.0,271.27,0.4253,process_rss,3
2026-04-04T19:58:16.801689,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-8192,generation,64,8192,4,ok,373.37,1246.76,114.03,72.217,8192,1.0,3.04,67.625,262144,native,5,-1.0,262.84,0.4338,process_rss,3
2026-04-04T19:59:34.305449,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-8192,generation,64,8192,5,ok,377.01,1286.6,114.04,72.215,8192,1.0,3.04,64.25,262144,native,5,-1.0,265.51,0.4295,process_rss,3
2026-04-04T20:01:18.233551,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-2048,generation,64,2048,1,ok,7846.03,1046.1,116.35,25.448,2048,1.0,3.04,73.75,262144,native,5,-1.0,608.07,0.1913,process_rss,3
2026-04-04T20:01:44.067322,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-2048,generation,64,2048,2,ok,2927.51,1018.79,116.28,20.54,2048,1.0,3.04,70.75,262144,native,5,-1.0,643.39,0.1807,process_rss,3
2026-04-04T20:02:09.975363,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-2048,generation,64,2048,3,ok,2985.36,971.78,116.17,20.614,2048,1.0,3.04,71.0,262144,native,5,-1.0,642.53,0.1808,process_rss,3
2026-04-04T20:02:35.887729,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-2048,generation,64,2048,4,ok,2988.72,971.84,116.19,20.615,2048,1.0,3.04,70.0,262144,native,5,-1.0,645.68,0.1799,process_rss,3
2026-04-04T20:03:01.890025,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-2048,generation,64,2048,5,ok,3069.1,963.39,116.11,20.707,2048,1.0,3.04,74.875,262144,native,5,-1.0,641.85,0.1809,process_rss,3
2026-04-04T20:04:12.407586,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-512,generation,64,512,1,ok,134.11,1483.51,117.69,4.484,512,1.0,3.04,71.125,262144,native,5,-1.0,609.68,0.193,process_rss,3
2026-04-04T20:04:22.270419,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-512,generation,64,512,2,ok,204.47,1368.53,117.4,4.566,512,1.0,3.04,64.125,262144,native,5,-1.0,246.55,0.4762,process_rss,3
2026-04-04T20:04:32.145889,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-512,generation,64,512,3,ok,216.22,1328.44,117.26,4.58,512,1.0,3.04,61.75,262144,native,5,-1.0,236.59,0.4956,process_rss,3
2026-04-04T20:04:42.108051,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-512,generation,64,512,4,ok,303.46,1328.16,117.19,4.673,512,1.0,3.04,61.25,262144,native,5,-1.0,238.29,0.4918,process_rss,3
2026-04-04T20:04:51.961824,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,gen-512,generation,64,512,5,ok,195.78,1326.56,117.31,4.56,512,1.0,3.04,62.0,262144,native,5,-1.0,240.04,0.4887,process_rss,3
2026-04-04T20:06:04.200834,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-16k,prefill,16384,10,1,ok,1970.81,6240.62,137.08,2.0,4,-1.0,3.05,67.75,262144,native,5,-1.0,595.32,0.2303,process_rss,3
2026-04-04T20:06:11.518346,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-16k,prefill,16384,10,2,ok,1997.98,6243.56,136.54,2.028,4,-1.0,3.05,59.625,262144,native,5,-1.0,226.77,0.6021,process_rss,3
2026-04-04T20:06:18.806522,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-16k,prefill,16384,10,3,ok,1968.28,6236.32,136.84,1.998,4,-1.0,3.05,59.375,262144,native,5,-1.0,228.91,0.5978,process_rss,3
2026-04-04T20:06:26.101925,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-16k,prefill,16384,10,4,ok,1971.97,6229.73,137.12,2.001,4,-1.0,3.05,57.5,262144,native,5,-1.0,228.81,0.5993,process_rss,3
2026-04-04T20:06:33.384225,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-16k,prefill,16384,10,5,ok,1958.61,6230.22,135.8,1.988,4,-1.0,3.05,56.75,262144,native,5,-1.0,230.71,0.5886,process_rss,3
2026-04-04T20:08:20.351733,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-128k,prefill,131072,10,1,ok,22275.28,4985.79,105.8,22.32,4,-1.0,3.05,67.625,262144,native,5,-1.0,566.57,0.1867,process_rss,3
2026-04-04T20:08:42.982588,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-128k,prefill,131072,10,2,ok,17287.48,4957.99,105.94,17.33,4,-1.0,3.05,69.625,262144,native,5,-1.0,624.3,0.1697,process_rss,3
2026-04-04T20:09:05.916535,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-128k,prefill,131072,10,3,ok,17587.7,4940.61,106.2,17.633,4,-1.0,3.05,69.375,262144,native,5,-1.0,626.04,0.1696,process_rss,3
2026-04-04T20:09:28.926849,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-128k,prefill,131072,10,4,ok,17663.99,4934.14,105.4,17.707,4,-1.0,3.05,69.125,262144,native,5,-1.0,626.35,0.1683,process_rss,3
2026-04-04T20:09:51.863563,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-128k,prefill,131072,10,5,ok,17598.95,4926.72,104.81,17.644,4,-1.0,3.05,70.0,262144,native,5,-1.0,626.65,0.1673,process_rss,3
2026-04-04T20:11:35.643856,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-1k,prefill,1024,10,1,ok,309.94,3340.52,142.85,0.338,4,-1.0,3.14,75.125,262144,native,5,-1.0,551.73,0.2589,process_rss,3
2026-04-04T20:12:15.978754,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-1k,prefill,1024,10,2,ok,35007.86,3375.54,140.73,35.03,4,-1.0,3.14,67.125,262144,native,5,-1.0,416.14,0.3382,process_rss,3
2026-04-04T20:12:56.921508,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-1k,prefill,1024,10,3,ok,35621.97,3349.65,142.62,35.65,4,-1.0,3.14,64.25,262144,native,5,-1.0,248.29,0.5744,process_rss,3
2026-04-04T20:13:37.878290,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-1k,prefill,1024,10,4,ok,35633.93,3365.96,142.02,35.662,4,-1.0,3.14,64.375,262144,native,5,-1.0,249.92,0.5683,process_rss,3
2026-04-04T20:14:18.856032,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-1k,prefill,1024,10,5,ok,35659.22,3374.4,142.08,35.687,4,-1.0,3.14,61.75,262144,native,5,-1.0,253.21,0.5611,process_rss,3
2026-04-04T20:15:37.280864,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-4k,prefill,4096,10,1,ok,633.03,5296.28,141.51,0.661,4,-1.0,3.04,65.125,262144,native,5,-1.0,387.06,0.3656,process_rss,3
2026-04-04T20:15:43.278883,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-4k,prefill,4096,10,2,ok,663.54,5295.25,135.13,0.689,4,-1.0,3.04,58.25,262144,native,5,-1.0,227.12,0.595,process_rss,3
2026-04-04T20:15:49.243179,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-4k,prefill,4096,10,3,ok,647.71,5283.4,141.88,0.676,4,-1.0,3.04,56.25,262144,native,5,-1.0,227.61,0.6233,process_rss,3
2026-04-04T20:15:55.212642,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-4k,prefill,4096,10,4,ok,644.53,5274.87,141.54,0.672,4,-1.0,3.04,54.375,262144,native,5,-1.0,228.21,0.6202,process_rss,3
2026-04-04T20:16:01.184259,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-4k,prefill,4096,10,5,ok,652.31,5266.67,139.85,0.681,4,-1.0,3.04,54.0,262144,native,5,-1.0,227.86,0.6138,process_rss,3
2026-04-04T20:17:24.560502,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-64k,prefill,65536,10,1,ok,8075.54,5781.68,121.29,8.11,4,-1.0,3.05,66.75,262144,native,5,-1.0,595.78,0.2036,process_rss,3
2026-04-04T20:17:37.957488,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-64k,prefill,65536,10,2,ok,8072.98,5775.51,121.6,8.104,4,-1.0,3.05,58.25,262144,native,5,-1.0,244.47,0.4974,process_rss,3
2026-04-04T20:17:51.302532,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-64k,prefill,65536,10,3,ok,8010.07,5779.4,121.41,8.046,4,-1.0,3.05,58.125,262144,native,5,-1.0,244.49,0.4966,process_rss,3
2026-04-04T20:18:04.618530,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-64k,prefill,65536,10,4,ok,7987.9,5777.55,121.19,8.023,4,-1.0,3.05,58.75,262144,native,5,-1.0,244.27,0.4961,process_rss,3
2026-04-04T20:18:32.340835,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q4_K_M,prefill-64k,prefill,65536,10,5,ok,22390.04,5726.25,120.54,22.426,4,-1.0,3.05,67.875,262144,native,5,-1.0,642.92,0.1875,process_rss,3
2026-04-04T20:22:15.915840,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q8_0,gen-4096,generation,64,4096,1,ok,187.65,827.76,128.89,22.159,2832,0.6914,0.06,72.375,262144,native,1,-1.0,487.16,0.2646,process_rss,3
2026-04-04T20:22:24.118294,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q8_0,gen-4096,generation,64,4096,2,failed,-1.0,0.0,-1.0,-1.0,0,-1.0,0.06,60.25,262144,ttft_estimate,1,-1.0,238.89,-1.0,process_rss,3
2026-04-04T20:22:24.463720,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q8_0,gen-4096,generation,64,4096,3,failed,-1.0,0.0,-1.0,-1.0,0,-1.0,0.06,70.25,262144,ttft_estimate,1,-1.0,484.64,-1.0,process_rss,3
2026-04-04T20:22:24.785666,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q8_0,gen-4096,generation,64,4096,4,failed,-1.0,0.0,-1.0,-1.0,0,-1.0,0.06,70.0,262144,ttft_estimate,1,-1.0,426.81,-1.0,process_rss,3
2026-04-04T20:22:25.111814,linux-5950x-3090x2,A,llamacpp,version: 8635 (e15efe007),qwen3.5-9b,dense,9B,9B,Q8_0,gen-4096,generation,64,4096,5,failed,-1.0,0.0,-1.0,-1.0,0,-1.0,0.06,69.75,262144,ttft_estimate,1,-1.0,368.92,-1.0,process_rss,3
